Recipe,Servings,Amount,Messure,Item,Amount,Messure,Item,Amount,Messure,Item,Amount,Messure,Item,Amount,Messure,Item,Amout,Messure,Item,Amount,Messure,Item,Amout,Messure,Item,Amount,Messure,Item,Amout,Messure,Item,Amount,Messure,Item,Amout,Messure,Item,Amount,Messure,Item,Amout,Messure,Item
Black Bean Soup,6,1,tea,olive oil,1,item,onion,1,item,carrot,1,item,celery rib,1,item,red bell peper,4,item,garlic clove,4,item,black bean can,32,oz,vegetable broth,1,tea,cumin,0.5,tea,oregano,1,item,bay leaf,1,item,salt and peper to taste,1,tabl,lime juice,0.25,cup,cilantro
